,country,semester,neighbor_rca_lang
2604,BR,2021s1,Logos
2605,BR,2021s1,Nunjucks
2606,BR,2021s1,F#
2607,BR,2021s1,SQLPL
2608,IL,2021s1,AppleScript
2609,IL,2021s1,OpenSCAD
2610,IL,2021s1,Elm
2611,IL,2021s1,Rebol
2612,IL,2021s1,DTrace
2613,IL,2021s1,Brainfuck
2614,IL,2021s1,Haml
2615,IL,2021s1,G-code
2616,IL,2021s1,LLVM
2617,IL,2021s1,VBA
2618,IL,2021s1,AutoHotkey
2619,IL,2021s1,OpenEdge ABL
2620,IL,2021s1,Puppet
2621,IL,2021s1,OCaml
2622,IL,2021s1,Twig
2623,IL,2021s1,Sass
2624,IL,2021s1,Forth
2625,IL,2021s1,QML
2626,IL,2021s1,Liquid
2627,IL,2021s1,Stata
2628,IL,2021s1,M
2629,IL,2021s1,Apex
2630,IL,2021s1,SourcePawn
2631,IL,2021s1,Nim
2632,IL,2021s1,SystemVerilog
2633,IL,2021s1,AMPL
2634,IL,2021s1,Logos
2635,IL,2021s1,Nunjucks
2636,IL,2021s1,F#
2637,IL,2021s1,SQLPL
2638,IL,2021s1,Jinja
2639,IL,2021s1,AIDL
2640,IL,2021s1,GDScript
2641,IL,2021s1,Handlebars
2642,CH,2021s1,Nix
2643,CH,2021s1,Jinja
2644,CH,2021s1,Inno Setup
2645,CH,2021s1,Rust
2646,CH,2021s1,UnrealScript
2647,CH,2021s1,AIDL
2648,CH,2021s1,GDScript
2649,CH,2021s1,M
2650,CH,2021s1,Common Lisp
2651,CH,2021s1,Rebol
2652,CH,2021s1,AppleScript
2653,CH,2021s1,OpenSCAD
2654,CH,2021s1,Elm
2655,CH,2021s1,GDB
2656,CH,2021s1,Julia
2657,CH,2021s1,DTrace
2658,CH,2021s1,Brainfuck
2659,CH,2021s1,D
2660,CH,2021s1,VBA
2661,CH,2021s1,G-code
2662,CH,2021s1,Haml
2663,CH,2021s1,LLVM
2664,CH,2021s1,Pawn
2665,CH,2021s1,AutoHotkey
2666,CH,2021s1,Scilab
2667,CH,2021s1,Processing
2668,CH,2021s1,Puppet
2669,CH,2021s1,OCaml
2670,CH,2021s1,OpenEdge ABL
2671,CH,2021s1,XS
2672,CH,2021s1,SWIG
2673,CH,2021s1,Standard ML
2674,CH,2021s1,Twig
2675,CH,2021s1,QMake
2676,CH,2021s1,SmPL
2677,CH,2021s1,GAP
2678,CH,2021s1,Stata
2679,CH,2021s1,NASL
2680,CH,2021s1,Forth
2681,CH,2021s1,QML
2682,CH,2021s1,Liquid
2683,CH,2021s1,Ada
2684,CH,2021s1,Meson
2685,CH,2021s1,M4
2686,CH,2021s1,Scheme
2687,CH,2021s1,sed
2688,CH,2021s1,Apex
2689,CH,2021s1,RobotFramework
2690,CH,2021s1,DIGITAL Command Language
2691,CH,2021s1,SourcePawn
2692,CH,2021s1,Nim
2693,CH,2021s1,VHDL
2694,CH,2021s1,Svelte
2695,CH,2021s1,ANTLR
2696,CH,2021s1,NSIS
2697,CH,2021s1,Mustache
2698,CH,2021s1,AMPL
2699,CH,2021s1,Prolog
2700,CH,2021s1,Nunjucks
2701,CH,2021s1,Logos
2702,CH,2021s1,Raku
2703,CH,2021s1,SystemVerilog
2704,CH,2021s1,Gnuplot
2705,CH,2021s1,ActionScript
2706,CH,2021s1,F#
2707,CH,2021s1,XSLT
2708,CH,2021s1,Vim Snippet
2709,CH,2021s1,PostScript
2710,CH,2021s1,SQLPL
2711,CH,2021s1,Erlang
2712,US,2021s1,Lex
2713,US,2021s1,TypeScript
2714,US,2021s1,SQLPL
2715,US,2021s1,ASP.NET
2716,US,2021s1,Awk
2717,US,2021s1,Rust
2718,US,2021s1,Yacc
2719,US,2021s1,Emacs Lisp
2720,US,2021s1,Elm
2721,US,2021s1,Rebol
2722,US,2021s1,Jupyter Notebook
2723,US,2021s1,Pawn
2724,US,2021s1,Starlark
2725,US,2021s1,OCaml
2726,US,2021s1,Twig
2727,US,2021s1,GAP
2728,US,2021s1,Scala
2729,US,2021s1,Ada
2730,US,2021s1,M4
2731,US,2021s1,Scheme
2732,US,2021s1,Cuda
2733,US,2021s1,Svelte
2734,US,2021s1,ANTLR
2735,US,2021s1,NSIS
2736,US,2021s1,AMPL
2737,US,2021s1,F#
2738,US,2021s1,Logos
2739,US,2021s1,Mathematica
2740,US,2021s1,Stylus
2741,US,2021s1,ShaderLab
2742,US,2021s1,Thrift
2743,US,2021s1,Smalltalk
2744,US,2021s1,Nix
2745,US,2021s1,Tcl
2746,US,2021s1,Jinja
2747,US,2021s1,Mako
2748,US,2021s1,HCL
2749,US,2021s1,UnrealScript
2750,US,2021s1,M
2751,US,2021s1,OpenSCAD
2752,US,2021s1,MATLAB
2753,US,2021s1,R
2754,US,2021s1,D
2755,US,2021s1,AutoHotkey
2756,US,2021s1,LLVM
2757,US,2021s1,SWIG
2758,US,2021s1,Scilab
2759,US,2021s1,TeX
2760,US,2021s1,QML
2761,US,2021s1,Liquid
2762,US,2021s1,FreeMarker
2763,US,2021s1,Vue
2764,US,2021s1,sed
2765,US,2021s1,Dart
2766,US,2021s1,SystemVerilog
2767,US,2021s1,Solidity
2768,US,2021s1,Mustache
2769,US,2021s1,PureBasic
2770,US,2021s1,Vim Snippet
2771,US,2021s1,Less
2772,US,2021s1,Vim Script
2773,US,2021s1,PostScript
2774,US,2021s1,NASL
2775,US,2021s1,Visual Basic .NET
2776,US,2021s1,Objective-C++
2777,US,2021s1,HLSL
2778,US,2021s1,GDScript
2779,US,2021s1,Common Lisp
2780,US,2021s1,Handlebars
2781,US,2021s1,EJS
2782,US,2021s1,DTrace
2783,US,2021s1,Haml
2784,US,2021s1,Julia
2785,US,2021s1,VBA
2786,US,2021s1,G-code
2787,US,2021s1,Lua
2788,US,2021s1,XS
2789,US,2021s1,Puppet
2790,US,2021s1,QMake
2791,US,2021s1,Sass
2792,US,2021s1,Gherkin
2793,US,2021s1,SmPL
2794,US,2021s1,Meson
2795,US,2021s1,Apex
2796,US,2021s1,RobotFramework
2797,US,2021s1,Roff
2798,US,2021s1,DIGITAL Command Language
2799,US,2021s1,Nim
2800,US,2021s1,Gnuplot
2801,US,2021s1,ActionScript
2802,US,2021s1,PLpgSQL
2803,US,2021s1,Erlang
2804,US,2021s1,Inno Setup
2805,US,2021s1,AIDL
2806,US,2021s1,AppleScript
2807,US,2021s1,PLSQL
2808,US,2021s1,Brainfuck
2809,US,2021s1,GDB
2810,US,2021s1,Fortran
2811,US,2021s1,OpenEdge ABL
2812,US,2021s1,Processing
2813,US,2021s1,Haskell
2814,US,2021s1,Go
2815,US,2021s1,Standard ML
2816,US,2021s1,Forth
2817,US,2021s1,Stata
2818,US,2021s1,Groovy
2819,US,2021s1,CoffeeScript
2820,US,2021s1,SourcePawn
2821,US,2021s1,VHDL
2822,US,2021s1,Pascal
2823,US,2021s1,Prolog
2824,US,2021s1,Nunjucks
2825,US,2021s1,Raku
2826,US,2021s1,XSLT
2827,US,2021s1,Elixir
2828,AT,2021s1,Processing
2829,AT,2021s1,Standard ML
2830,AT,2021s1,QMake
2831,AT,2021s1,QML
2832,AT,2021s1,SmPL
2833,AT,2021s1,GAP
2834,AT,2021s1,Meson
2835,AT,2021s1,Scheme
2836,AT,2021s1,sed
2837,AT,2021s1,Ada
2838,AT,2021s1,M4
2839,AT,2021s1,RobotFramework
2840,AT,2021s1,SourcePawn
2841,AT,2021s1,Nim
2842,AT,2021s1,VHDL
2843,AT,2021s1,Svelte
2844,AT,2021s1,ANTLR
2845,AT,2021s1,NSIS
2846,AT,2021s1,DIGITAL Command Language
2847,AT,2021s1,AMPL
2848,AT,2021s1,Prolog
2849,AT,2021s1,Mustache
2850,AT,2021s1,Logos
2851,AT,2021s1,Nunjucks
2852,AT,2021s1,Raku
2853,AT,2021s1,F#
2854,AT,2021s1,XSLT
2855,AT,2021s1,XS
2856,AT,2021s1,Gnuplot
2857,AT,2021s1,ActionScript
2858,AT,2021s1,AutoHotkey
2859,AT,2021s1,Vim Snippet
2860,AT,2021s1,PostScript
2861,AT,2021s1,NASL
2862,AT,2021s1,SQLPL
2863,AT,2021s1,Erlang
2864,AT,2021s1,Nix
2865,AT,2021s1,Inno Setup
2866,AT,2021s1,Rust
2867,AT,2021s1,UnrealScript
2868,AT,2021s1,AIDL
2869,AT,2021s1,Jinja
2870,AT,2021s1,GDScript
2871,AT,2021s1,M
2872,AT,2021s1,Common Lisp
2873,AT,2021s1,AppleScript
2874,AT,2021s1,OpenSCAD
2875,AT,2021s1,Elm
2876,AT,2021s1,Rebol
2877,AT,2021s1,GDB
2878,AT,2021s1,Julia
2879,AT,2021s1,DTrace
2880,AT,2021s1,Brainfuck
2881,AT,2021s1,D
2882,AT,2021s1,G-code
2883,AT,2021s1,LLVM
2884,AT,2021s1,VBA
2885,AT,2021s1,Pawn
2886,AT,2021s1,Scilab
2887,AT,2021s1,OpenEdge ABL
2888,AT,2021s1,Puppet
2889,AT,2021s1,SWIG
2890,VE,2021s1,Blade
2891,VE,2021s1,Hack
2892,VE,2021s1,Rebol
2893,VE,2021s1,Visual Basic .NET
2894,VE,2021s1,Gherkin
2895,VE,2021s1,ASP.NET
2896,VE,2021s1,PureBasic
2897,PL,2021s1,RobotFramework
2898,PL,2021s1,SourcePawn
2899,PL,2021s1,Nim
2900,PL,2021s1,VHDL
2901,PL,2021s1,Svelte
2902,PL,2021s1,ANTLR
2903,PL,2021s1,NSIS
2904,PL,2021s1,DIGITAL Command Language
2905,PL,2021s1,AMPL
2906,PL,2021s1,Prolog
2907,PL,2021s1,Mustache
2908,PL,2021s1,Raku
2909,PL,2021s1,Logos
2910,PL,2021s1,Mathematica
2911,PL,2021s1,SystemVerilog
2912,PL,2021s1,Nunjucks
2913,PL,2021s1,F#
2914,PL,2021s1,ActionScript
2915,PL,2021s1,XSLT
2916,PL,2021s1,Gnuplot
2917,PL,2021s1,Vim Snippet
2918,PL,2021s1,PostScript
2919,PL,2021s1,NASL
2920,PL,2021s1,SQLPL
2921,PL,2021s1,Erlang
2922,PL,2021s1,Nix
2923,PL,2021s1,Jinja
2924,PL,2021s1,Inno Setup
2925,PL,2021s1,sed
2926,PL,2021s1,Rust
2927,PL,2021s1,UnrealScript
2928,PL,2021s1,AIDL
2929,PL,2021s1,GDScript
2930,PL,2021s1,M
2931,PL,2021s1,HCL
2932,PL,2021s1,Common Lisp
2933,PL,2021s1,Rebol
2934,PL,2021s1,AppleScript
2935,PL,2021s1,OpenSCAD
2936,PL,2021s1,Elm
2937,PL,2021s1,GDB
2938,PL,2021s1,Julia
2939,PL,2021s1,DTrace
2940,PL,2021s1,Brainfuck
2941,PL,2021s1,D
2942,PL,2021s1,VBA
2943,PL,2021s1,G-code
2944,PL,2021s1,Haml
2945,PL,2021s1,LLVM
2946,PL,2021s1,Pawn
2947,PL,2021s1,AutoHotkey
2948,PL,2021s1,Processing
2949,PL,2021s1,OpenEdge ABL
2950,PL,2021s1,Puppet
2951,PL,2021s1,Scilab
2952,PL,2021s1,XS
2953,PL,2021s1,SWIG
2954,PL,2021s1,OCaml
2955,PL,2021s1,Standard ML
2956,PL,2021s1,QMake
2957,PL,2021s1,SmPL
2958,PL,2021s1,Stata
2959,PL,2021s1,Scala
2960,PL,2021s1,Forth
2961,PL,2021s1,QML
2962,PL,2021s1,Liquid
2963,PL,2021s1,Gherkin
2964,PL,2021s1,GAP
2965,PL,2021s1,Meson
2966,PL,2021s1,M4
2967,PL,2021s1,Scheme
2968,PL,2021s1,Ada
2969,PL,2021s1,Apex
2970,TW,2021s1,Vue
2971,TW,2021s1,Ada
2972,TW,2021s1,Cuda
2973,TW,2021s1,SourcePawn
2974,TW,2021s1,ANTLR
2975,TW,2021s1,DIGITAL Command Language
2976,TW,2021s1,Solidity
2977,TW,2021s1,PureBasic
2978,TW,2021s1,Lex
2979,TW,2021s1,Stylus
2980,TW,2021s1,Thrift
2981,TW,2021s1,Vim Snippet
2982,TW,2021s1,SmPL
2983,TW,2021s1,Less
2984,TW,2021s1,Objective-C++
2985,TW,2021s1,Awk
2986,TW,2021s1,UnrealScript
2987,TW,2021s1,AIDL
2988,TW,2021s1,Yacc
2989,TW,2021s1,AppleScript
2990,TW,2021s1,DTrace
2991,TW,2021s1,LLVM
2992,TW,2021s1,Lua
2993,TW,2021s1,XS
2994,TW,2021s1,SWIG
2995,TW,2021s1,Scilab
2996,TW,2021s1,Go
2997,TW,2021s1,FreeMarker
2998,TW,2021s1,GAP
2999,JP,2021s1,Apex
3000,JP,2021s1,SourcePawn
3001,JP,2021s1,ANTLR
3002,JP,2021s1,SystemVerilog
3003,JP,2021s1,DIGITAL Command Language
3004,JP,2021s1,AMPL
3005,JP,2021s1,Nim
3006,JP,2021s1,Solidity
3007,JP,2021s1,Logos
3008,JP,2021s1,PureBasic
3009,JP,2021s1,Nunjucks
3010,JP,2021s1,F#
3011,JP,2021s1,Lex
3012,JP,2021s1,ActionScript
3013,JP,2021s1,Stylus
3014,JP,2021s1,Thrift
3015,JP,2021s1,Vim Snippet
3016,JP,2021s1,PLpgSQL
3017,JP,2021s1,Less
3018,JP,2021s1,Objective-C++
3019,JP,2021s1,SQLPL
3020,JP,2021s1,Awk
3021,JP,2021s1,Jinja
3022,JP,2021s1,UnrealScript
3023,JP,2021s1,AIDL
3024,JP,2021s1,Yacc
3025,JP,2021s1,GDScript
3026,JP,2021s1,M
3027,JP,2021s1,AppleScript
3028,JP,2021s1,OpenSCAD
3029,JP,2021s1,Elm
3030,JP,2021s1,Rebol
3031,JP,2021s1,DTrace
3032,JP,2021s1,Brainfuck
3033,JP,2021s1,Haml
3034,JP,2021s1,G-code
3035,JP,2021s1,LLVM
3036,JP,2021s1,VBA
3037,JP,2021s1,AutoHotkey
3038,JP,2021s1,Lua
3039,JP,2021s1,XS
3040,JP,2021s1,OpenEdge ABL
3041,JP,2021s1,Puppet
3042,JP,2021s1,OCaml
3043,JP,2021s1,Scilab
3044,JP,2021s1,SWIG
3045,JP,2021s1,QMake
3046,JP,2021s1,Go
3047,JP,2021s1,Forth
3048,JP,2021s1,Liquid
3049,JP,2021s1,Stata
3050,JP,2021s1,FreeMarker
3051,JP,2021s1,GAP
3052,JP,2021s1,SmPL
3053,JP,2021s1,Vue
3054,JP,2021s1,Ada
3055,JP,2021s1,Cuda
3056,SE,2021s1,OCaml
3057,SE,2021s1,Standard ML
3058,SE,2021s1,QMake
3059,SE,2021s1,SmPL
3060,SE,2021s1,GAP
3061,SE,2021s1,Stata
3062,SE,2021s1,Scala
3063,SE,2021s1,Forth
3064,SE,2021s1,QML
3065,SE,2021s1,Liquid
3066,SE,2021s1,Gherkin
3067,SE,2021s1,Ada
3068,SE,2021s1,Meson
3069,SE,2021s1,M4
3070,SE,2021s1,Scheme
3071,SE,2021s1,sed
3072,SE,2021s1,Apex
3073,SE,2021s1,XS
3074,SE,2021s1,RobotFramework
3075,SE,2021s1,DIGITAL Command Language
3076,SE,2021s1,SourcePawn
3077,SE,2021s1,Nim
3078,SE,2021s1,VHDL
3079,SE,2021s1,Svelte
3080,SE,2021s1,ANTLR
3081,SE,2021s1,NSIS
3082,SE,2021s1,Mustache
3083,SE,2021s1,AMPL
3084,SE,2021s1,Prolog
3085,SE,2021s1,Nunjucks
3086,SE,2021s1,Raku
3087,SE,2021s1,Logos
3088,SE,2021s1,Mathematica
3089,SE,2021s1,SystemVerilog
3090,SE,2021s1,Gnuplot
3091,SE,2021s1,ActionScript
3092,SE,2021s1,F#
3093,SE,2021s1,XSLT
3094,SE,2021s1,Vim Snippet
3095,SE,2021s1,Scilab
3096,SE,2021s1,PostScript
3097,SE,2021s1,NASL
3098,SE,2021s1,SQLPL
3099,SE,2021s1,Erlang
3100,SE,2021s1,Nix
3101,SE,2021s1,Jinja
3102,SE,2021s1,Inno Setup
3103,SE,2021s1,Rust
3104,SE,2021s1,UnrealScript
3105,SE,2021s1,AIDL
3106,SE,2021s1,GDScript
3107,SE,2021s1,M
3108,SE,2021s1,HCL
3109,SE,2021s1,Common Lisp
3110,SE,2021s1,Rebol
3111,SE,2021s1,AppleScript
3112,SE,2021s1,OpenSCAD
3113,SE,2021s1,Elm
3114,SE,2021s1,GDB
3115,SE,2021s1,Julia
3116,SE,2021s1,DTrace
3117,SE,2021s1,Brainfuck
3118,SE,2021s1,D
3119,SE,2021s1,VBA
3120,SE,2021s1,G-code
3121,SE,2021s1,Haml
3122,SE,2021s1,LLVM
3123,SE,2021s1,Pawn
3124,SE,2021s1,AutoHotkey
3125,SE,2021s1,Processing
3126,SE,2021s1,OpenEdge ABL
3127,SE,2021s1,Puppet
3128,SE,2021s1,SWIG
3129,NL,2021s1,sed
3130,NL,2021s1,SystemVerilog
3131,NL,2021s1,Mustache
3132,NL,2021s1,NSIS
3133,NL,2021s1,AMPL
3134,NL,2021s1,Logos
3135,NL,2021s1,PostScript
3136,NL,2021s1,NASL
3137,NL,2021s1,GDScript
3138,NL,2021s1,Common Lisp
3139,NL,2021s1,HCL
3140,NL,2021s1,DTrace
3141,NL,2021s1,Haml
3142,NL,2021s1,Julia
3143,NL,2021s1,VBA
3144,NL,2021s1,G-code
3145,NL,2021s1,MATLAB
3146,NL,2021s1,XS
3147,NL,2021s1,Puppet
3148,NL,2021s1,QMake
3149,NL,2021s1,Sass
3150,NL,2021s1,Gherkin
3151,NL,2021s1,SmPL
3152,NL,2021s1,Meson
3153,NL,2021s1,Apex
3154,NL,2021s1,RobotFramework
3155,NL,2021s1,DIGITAL Command Language
3156,NL,2021s1,Nim
3157,NL,2021s1,Gnuplot
3158,NL,2021s1,ActionScript
3159,NL,2021s1,Vim Snippet
3160,NL,2021s1,Erlang
3161,NL,2021s1,Inno Setup
3162,NL,2021s1,AIDL
3163,NL,2021s1,AppleScript
3164,NL,2021s1,Brainfuck
3165,NL,2021s1,GDB
3166,NL,2021s1,Processing
3167,NL,2021s1,Standard ML
3168,NL,2021s1,Forth
3169,NL,2021s1,Stata
3170,NL,2021s1,Prolog
3171,NL,2021s1,Nunjucks
3172,NL,2021s1,Raku
3173,NL,2021s1,XSLT
3174,NL,2021s1,Elixir
3175,NL,2021s1,SQLPL
3176,NL,2021s1,Rust
3177,NL,2021s1,Rebol
3178,NL,2021s1,Pawn
3179,NL,2021s1,OCaml
3180,NL,2021s1,OpenEdge ABL
3181,NL,2021s1,Twig
3182,NL,2021s1,GAP
3183,NL,2021s1,Scala
3184,NL,2021s1,Ada
3185,NL,2021s1,M4
3186,NL,2021s1,Scheme
3187,NL,2021s1,Svelte
3188,NL,2021s1,ANTLR
3189,NL,2021s1,SourcePawn
3190,NL,2021s1,VHDL
3191,NL,2021s1,Pascal
3192,NL,2021s1,Mathematica
3193,NL,2021s1,F#
3194,NL,2021s1,Nix
3195,NL,2021s1,Jinja
3196,NL,2021s1,UnrealScript
3197,NL,2021s1,M
3198,NL,2021s1,OpenSCAD
3199,NL,2021s1,Elm
3200,NL,2021s1,D
3201,NL,2021s1,AutoHotkey
3202,NL,2021s1,LLVM
3203,NL,2021s1,SWIG
3204,NL,2021s1,Scilab
3205,NL,2021s1,TeX
3206,NL,2021s1,QML
3207,NL,2021s1,Liquid
3208,SG,2021s1,Stylus
3209,SG,2021s1,Thrift
3210,SG,2021s1,Less
3211,SG,2021s1,PLpgSQL
3212,SG,2021s1,SQLPL
3213,SG,2021s1,Jinja
3214,SG,2021s1,UnrealScript
3215,SG,2021s1,AIDL
3216,SG,2021s1,GDScript
3217,SG,2021s1,M
3218,SG,2021s1,Rebol
3219,SG,2021s1,AppleScript
3220,SG,2021s1,OpenSCAD
3221,SG,2021s1,Elm
3222,SG,2021s1,DTrace
3223,SG,2021s1,Brainfuck
3224,SG,2021s1,Haml
3225,SG,2021s1,VBA
3226,SG,2021s1,G-code
3227,SG,2021s1,LLVM
3228,SG,2021s1,AutoHotkey
3229,SG,2021s1,XS
3230,SG,2021s1,OpenEdge ABL
3231,SG,2021s1,Puppet
3232,SG,2021s1,OCaml
3233,SG,2021s1,QMake
3234,SG,2021s1,Stata
3235,SG,2021s1,SmPL
3236,SG,2021s1,Forth
3237,SG,2021s1,Liquid
3238,SG,2021s1,FreeMarker
3239,SG,2021s1,GAP
3240,SG,2021s1,Vue
3241,SG,2021s1,Ada
3242,SG,2021s1,Cuda
3243,SG,2021s1,Apex
3244,SG,2021s1,SourcePawn
3245,SG,2021s1,Nim
3246,SG,2021s1,SystemVerilog
3247,SG,2021s1,DIGITAL Command Language
3248,SG,2021s1,AMPL
3249,SG,2021s1,Logos
3250,SG,2021s1,ActionScript
3251,SG,2021s1,Nunjucks
3252,SG,2021s1,F#
3253,SG,2021s1,Lex
3254,ES,2021s1,RobotFramework
3255,ES,2021s1,Apex
3256,ES,2021s1,SourcePawn
3257,ES,2021s1,Nim
3258,ES,2021s1,VHDL
3259,ES,2021s1,Svelte
3260,ES,2021s1,ANTLR
3261,ES,2021s1,NSIS
3262,ES,2021s1,DIGITAL Command Language
3263,ES,2021s1,AMPL
3264,ES,2021s1,Prolog
3265,ES,2021s1,Mustache
3266,ES,2021s1,Logos
3267,ES,2021s1,Mathematica
3268,ES,2021s1,SystemVerilog
3269,ES,2021s1,Nunjucks
3270,ES,2021s1,F#
3271,ES,2021s1,Raku
3272,ES,2021s1,XSLT
3273,ES,2021s1,Elixir
3274,ES,2021s1,Gnuplot
3275,ES,2021s1,ActionScript
3276,ES,2021s1,Vim Snippet
3277,ES,2021s1,PostScript
3278,ES,2021s1,NASL
3279,ES,2021s1,SQLPL
3280,ES,2021s1,Erlang
3281,ES,2021s1,Scala
3282,ES,2021s1,Nix
3283,ES,2021s1,Inno Setup
3284,ES,2021s1,Jinja
3285,ES,2021s1,sed
3286,ES,2021s1,AIDL
3287,ES,2021s1,UnrealScript
3288,ES,2021s1,Rust
3289,ES,2021s1,GDScript
3290,ES,2021s1,M
3291,ES,2021s1,HCL
3292,ES,2021s1,Common Lisp
3293,ES,2021s1,AppleScript
3294,ES,2021s1,OpenSCAD
3295,ES,2021s1,Elm
3296,ES,2021s1,Rebol
3297,ES,2021s1,GDB
3298,ES,2021s1,Julia
3299,ES,2021s1,DTrace
3300,ES,2021s1,Brainfuck
3301,ES,2021s1,D
3302,ES,2021s1,Haml
3303,ES,2021s1,G-code
3304,ES,2021s1,LLVM
3305,ES,2021s1,VBA
3306,ES,2021s1,Pawn
3307,ES,2021s1,AutoHotkey
3308,ES,2021s1,Scilab
3309,ES,2021s1,OpenEdge ABL
3310,ES,2021s1,Puppet
3311,ES,2021s1,XS
3312,ES,2021s1,SWIG
3313,ES,2021s1,OCaml
3314,ES,2021s1,Processing
3315,ES,2021s1,Twig
3316,ES,2021s1,Standard ML
3317,ES,2021s1,QMake
3318,ES,2021s1,Forth
3319,ES,2021s1,QML
3320,ES,2021s1,Liquid
3321,ES,2021s1,SmPL
3322,ES,2021s1,GAP
3323,ES,2021s1,Gherkin
3324,ES,2021s1,Meson
3325,ES,2021s1,Stata
3326,ES,2021s1,Scheme
3327,ES,2021s1,Ada
3328,ES,2021s1,M4
3329,HK,2021s1,AppleScript
3330,HK,2021s1,OpenSCAD
3331,HK,2021s1,Elm
3332,HK,2021s1,DTrace
3333,HK,2021s1,Brainfuck
3334,HK,2021s1,Haml
3335,HK,2021s1,VBA
3336,HK,2021s1,G-code
3337,HK,2021s1,LLVM
3338,HK,2021s1,AutoHotkey
3339,HK,2021s1,XS
3340,HK,2021s1,OpenEdge ABL
3341,HK,2021s1,Puppet
3342,HK,2021s1,OCaml
3343,HK,2021s1,Processing
3344,HK,2021s1,M
3345,HK,2021s1,QMake
3346,HK,2021s1,Forth
3347,HK,2021s1,Liquid
3348,HK,2021s1,Stata
3349,HK,2021s1,FreeMarker
3350,HK,2021s1,GAP
3351,HK,2021s1,SmPL
3352,HK,2021s1,Vue
3353,HK,2021s1,Verilog
3354,HK,2021s1,Ada
3355,HK,2021s1,Cuda
3356,HK,2021s1,Apex
3357,HK,2021s1,CoffeeScript
3358,HK,2021s1,SourcePawn
3359,HK,2021s1,Nim
3360,HK,2021s1,SystemVerilog
3361,HK,2021s1,DIGITAL Command Language
3362,HK,2021s1,AMPL
3363,HK,2021s1,Logos
3364,HK,2021s1,Nunjucks
3365,HK,2021s1,F#
3366,HK,2021s1,ActionScript
3367,HK,2021s1,Lex
3368,HK,2021s1,Stylus
3369,HK,2021s1,Thrift
3370,HK,2021s1,Vim Snippet
3371,HK,2021s1,Less
3372,HK,2021s1,Vim Script
3373,HK,2021s1,PLpgSQL
3374,HK,2021s1,SQLPL
3375,HK,2021s1,ASP.NET
3376,HK,2021s1,Jinja
3377,HK,2021s1,UnrealScript
3378,HK,2021s1,AIDL
3379,HK,2021s1,Rust
3380,HK,2021s1,GDScript
3381,HK,2021s1,Rebol
3382,RW,2021s1,ASP.NET
3383,RW,2021s1,Blade
3384,RW,2021s1,Hack
3385,RW,2021s1,Dart
3386,SK,2021s1,VHDL
3387,SK,2021s1,NSIS
3388,SK,2021s1,Pascal
3389,SK,2021s1,Raku
3390,SK,2021s1,Lex
3391,SK,2021s1,XSLT
3392,SK,2021s1,Awk
3393,SK,2021s1,Smalltalk
3394,SK,2021s1,Nix
3395,SK,2021s1,Tcl
3396,SK,2021s1,Mako
3397,SK,2021s1,Jinja
3398,SK,2021s1,Yacc
3399,SK,2021s1,OpenSCAD
3400,SK,2021s1,PLSQL
3401,SK,2021s1,GDB
3402,SK,2021s1,SWIG
3403,SK,2021s1,QMake
3404,SK,2021s1,Twig
3405,SK,2021s1,Haskell
3406,SK,2021s1,FreeMarker
3407,SK,2021s1,Meson
3408,SK,2021s1,M4
3409,SK,2021s1,sed
3410,SK,2021s1,Groovy
3411,SK,2021s1,Roff
3412,SK,2021s1,Mustache
3413,RU,2021s1,RobotFramework
3414,RU,2021s1,DIGITAL Command Language
3415,RU,2021s1,SourcePawn
3416,RU,2021s1,Nim
3417,RU,2021s1,VHDL
3418,RU,2021s1,Svelte
3419,RU,2021s1,ANTLR
3420,RU,2021s1,NSIS
3421,RU,2021s1,Mustache
3422,RU,2021s1,AMPL
3423,RU,2021s1,Prolog
3424,RU,2021s1,Nunjucks
3425,RU,2021s1,Mathematica
3426,RU,2021s1,Raku
3427,RU,2021s1,Logos
3428,RU,2021s1,SystemVerilog
3429,RU,2021s1,Gnuplot
3430,RU,2021s1,ActionScript
3431,RU,2021s1,F#
3432,RU,2021s1,C#
3433,RU,2021s1,XSLT
3434,RU,2021s1,Vim Snippet
3435,RU,2021s1,PostScript
3436,RU,2021s1,NASL
3437,RU,2021s1,SQLPL
3438,RU,2021s1,Erlang
3439,RU,2021s1,Nix
3440,RU,2021s1,Jinja
3441,RU,2021s1,Inno Setup
3442,RU,2021s1,GDScript
3443,RU,2021s1,Rust
3444,RU,2021s1,UnrealScript
3445,RU,2021s1,AIDL
3446,RU,2021s1,M
3447,RU,2021s1,Handlebars
3448,RU,2021s1,Common Lisp
3449,RU,2021s1,Rebol
3450,RU,2021s1,DTrace
3451,RU,2021s1,AppleScript
3452,RU,2021s1,OpenSCAD
3453,RU,2021s1,Elm
3454,RU,2021s1,GDB
3455,RU,2021s1,Julia
3456,RU,2021s1,Brainfuck
3457,RU,2021s1,D
3458,RU,2021s1,VBA
3459,RU,2021s1,G-code
3460,RU,2021s1,Haml
3461,RU,2021s1,XS
3462,RU,2021s1,LLVM
3463,RU,2021s1,Pawn
3464,RU,2021s1,AutoHotkey
3465,RU,2021s1,sed
3466,RU,2021s1,Scilab
3467,RU,2021s1,Processing
3468,RU,2021s1,OpenEdge ABL
3469,RU,2021s1,OCaml
3470,RU,2021s1,SWIG
3471,RU,2021s1,QMake
3472,RU,2021s1,Puppet
3473,RU,2021s1,Standard ML
3474,RU,2021s1,Twig
